섹터,기업,구분,항목,21-Dec,22-Dec,23-Dec,24-Dec,2025/12(E),2026/12(E),2024/12(E),2027/12(E)
#N/A,엘에이티,연결,  컨센서스대비(%),,,,,,,,
#N/A,엘에이티,연결,영업이익(억원),-11,17,-22,,,,,
#N/A,엘에이티,연결,  전년동기대비(%),적전,흑전,적전,,,,,
#N/A,엘에이티,연결,  컨센서스대비(%),,,,,,,,
디스플레이,엘엠에스,연결,매출액(억원),957,989,758,677,,,,
디스플레이,엘엠에스,연결,  전년동기대비(%),-20,3,-23,-11,,,,
디스플레이,엘엠에스,연결,  컨센서스대비(%),,,,,,,,
디스플레이,엘엠에스,연결,영업이익(억원),-64,15,-86,-37,,,,
디스플레이,엘엠에스,연결,  전년동기대비(%),적지,흑전,적전,적지,,,,
디스플레이,엘엠에스,연결,  컨센서스대비(%),,,,,,,,
반도체,엘오티베큠,연결,매출액(억원),2596,3742,4730,2660,,,,
반도체,엘오티베큠,연결,  전년동기대비(%),52,44,26,-44,,,,
반도체,엘오티베큠,연결,  컨센서스대비(%),2,9,,,,,,
반도체,엘오티베큠,연결,영업이익(억원),264,298,672,-42,,,,
반도체,엘오티베큠,연결,  전년동기대비(%),534,13,125,적전,,,,
반도체,엘오티베큠,연결,  컨센서스대비(%),-12,-2,,,,,,
스마트폰,엘컴텍,연결,매출액(억원),,416,566,574,,,,
스마트폰,엘컴텍,연결,  전년동기대비(%),,-8,36,1,,,,
스마트폰,엘컴텍,연결,  컨센서스대비(%),,,,,,,,
스마트폰,엘컴텍,연결,영업이익(억원),,48,21,36,,,,
스마트폰,엘컴텍,연결,  전년동기대비(%),,23,-55,67,,,,
스마트폰,엘컴텍,연결,  컨센서스대비(%),,,,,,,,
#N/A,엘케이켐,연결,매출액(억원),,137,160,,377,,250,
#N/A,엘케이켐,연결,  전년동기대비(%),,,17,,51,,56,
#N/A,엘케이켐,연결,  컨센서스대비(%),,,,,,,,
#N/A,엘케이켐,연결,영업이익(억원),,47,56,,148,,100,
#N/A,엘케이켐,연결,  전년동기대비(%),,,18,,48,,79,
#N/A,엘케이켐,연결,  컨센서스대비(%),,,,,,,,
#N/A,엘티삼보,연결,매출액(억원),11727,7025,6042,,,,,
#N/A,엘티삼보,연결,  전년동기대비(%),12,-40,-14,,,,,
#N/A,엘티삼보,연결,  컨센서스대비(%),,,,,,,,
#N/A,엘티삼보,연결,영업이익(억원),854,-254,63,,,,,
#N/A,엘티삼보,연결,  전년동기대비(%),-27,적전,흑전,,,,,
#N/A,엘티삼보,연결,  컨센서스대비(%),,,,,,,,
디스플레이,엘티씨,연결,매출액(억원),783,2194,1134,2770,,,,
디스플레이,엘티씨,연결,  전년동기대비(%),-17,180,-48,144,,,,
디스플레이,엘티씨,연결,  컨센서스대비(%),,,,,,,,
디스플레이,엘티씨,연결,영업이익(억원),-84,108,-160,242,,,,
디스플레이,엘티씨,연결,  전년동기대비(%),적전,흑전,적전,흑전,,,,
디스플레이,엘티씨,연결,  컨센서스대비(%),,,,,,,,
게임,엠게임,연결,매출액(억원),,737,816,834,,,,
게임,엠게임,연결,  전년동기대비(%),,32,11,2,,,,
게임,엠게임,연결,  컨센서스대비(%),,,,,,,,
게임,엠게임,연결,영업이익(억원),,302,213,128,,,,
게임,엠게임,연결,  전년동기대비(%),,64,-29,-40,,,,
게임,엠게임,연결,  컨센서스대비(%),,,,,,,,
#N/A,엠디바이스,연결,매출액(억원),236,163,99,,,,,
#N/A,엠디바이스,연결,  전년동기대비(%),88,-31,-39,,,,,
#N/A,엠디바이스,연결,  컨센서스대비(%),,,,,,,,
#N/A,엠디바이스,연결,영업이익(억원),19,-24,-47,,,,,
#N/A,엠디바이스,연결,  전년동기대비(%),3,적전,적지,,,,,
#N/A,엠디바이스,연결,  컨센서스대비(%),,,,,,,,
인터넷,엠로,연결,매출액(억원),,586,632,795,,,,
인터넷,엠로,연결,  전년동기대비(%),,25,8,26,,,,
인터넷,엠로,연결,  컨센서스대비(%),,-2,-1,-8,,,,
인터넷,엠로,연결,영업이익(억원),,65,47,86,,,,
인터넷,엠로,연결,  전년동기대비(%),,-4,-28,85,,,,
인터넷,엠로,연결,  컨센서스대비(%),,-6,-32,-19,,,,
#N/A,엠벤처투자,연결,영업수익(억원),87,82,35,,,,,
#N/A,엠벤처투자,연결,  전년동기대비(%),129,-5,-57,,,,,
#N/A,엠벤처투자,연결,  컨센서스대비(%),,,,,,,,
#N/A,엠벤처투자,연결,영업이익(억원),10,-162,-106,,,,,
#N/A,엠벤처투자,연결,  전년동기대비(%),흑전,적전,적지,,,,,
#N/A,엠벤처투자,연결,  컨센서스대비(%),,,,,,,,
전문서비스,엠브레인,연결,매출액(억원),,,,,,,,
전문서비스,엠브레인,연결,  전년동기대비(%),,,,,,,,
전문서비스,엠브레인,연결,  컨센서스대비(%),,,,,,,,
전문서비스,엠브레인,연결,영업이익(억원),,,,,,,,
전문서비스,엠브레인,연결,  전년동기대비(%),,,,,,,,
전문서비스,엠브레인,연결,  컨센서스대비(%),,,,,,,,
#N/A,엠소닉,연결,매출액(억원),902,1009,703,,,,,
#N/A,엠소닉,연결,  전년동기대비(%),19,12,-30,,,,,
#N/A,엠소닉,연결,  컨센서스대비(%),,,,,,,,
#N/A,엠소닉,연결,영업이익(억원),45,37,19,,,,,
#N/A,엠소닉,연결,  전년동기대비(%),31,-18,-48,,,,,
#N/A,엠소닉,연결,  컨센서스대비(%),,,,,,,,
스마트폰,엠씨넥스,연결,매출액(억원),10093,11086,9325,10571,12387,13408,,
스마트폰,엠씨넥스,연결,  전년동기대비(%),-23,10,-16,13,17,8,,
스마트폰,엠씨넥스,연결,  컨센서스대비(%),1,0,1,2,,,,
스마트폰,엠씨넥스,연결,영업이익(억원),239,107,182,444,566,644,,
스마트폰,엠씨넥스,연결,  전년동기대비(%),-60,-55,70,144,28,14,,
스마트폰,엠씨넥스,연결,  컨센서스대비(%),1,-27,-8,14,,,,
인터넷,엠아이큐브솔루션,연결,매출액(억원),170,223,242,,,,,
인터넷,엠아이큐브솔루션,연결,  전년동기대비(%),2,31,8,,,,,
인터넷,엠아이큐브솔루션,연결,  컨센서스대비(%),,,,,,,,
인터넷,엠아이큐브솔루션,연결,영업이익(억원),4,28,18,,,,,
인터넷,엠아이큐브솔루션,연결,  전년동기대비(%),흑전,644,-38,,,,,
인터넷,엠아이큐브솔루션,연결,  컨센서스대비(%),,,,,,,,
헬스케어,엠아이텍,연결,매출액(억원),503,562,464,,,,,
헬스케어,엠아이텍,연결,  전년동기대비(%),25,12,-17,,,,,
헬스케어,엠아이텍,연결,  컨센서스대비(%),,,,,,,,
헬스케어,엠아이텍,연결,영업이익(억원),132,223,141,,,,,
헬스케어,엠아이텍,연결,  전년동기대비(%),103,69,-37,,,,,
헬스케어,엠아이텍,연결,  컨센서스대비(%),,,,,,,,
방산,엠앤씨솔루션,연결,매출액(억원),6090,1259,1835,2828,3783,,,
방산,엠앤씨솔루션,연결,  전년동기대비(%),705,-79,46,54,34,,,
방산,엠앤씨솔루션,연결,  컨센서스대비(%),,,,0,,,,
방산,엠앤씨솔루션,연결,영업이익(억원),456,113,203,345,473,,,
방산,엠앤씨솔루션,연결,  전년동기대비(%),2008,-75,79,70,37,,,
방산,엠앤씨솔루션,연결,  컨센서스대비(%),,,,2,,,,
음식료,엠에스씨,연결,매출액(억원),1620,2043,1890,,,,,
음식료,엠에스씨,연결,  전년동기대비(%),11,26,-7,,,,,
음식료,엠에스씨,연결,  컨센서스대비(%),,,,,,,,
음식료,엠에스씨,연결,영업이익(억원),213,247,237,,,,,
음식료,엠에스씨,연결,  전년동기대비(%),65,16,-4,,,,,
음식료,엠에스씨,연결,  컨센서스대비(%),,,,,,,,
자동차,엠에스오토텍,연결,매출액(억원),15218,18576,20818,17932,,,,
자동차,엠에스오토텍,연결,  전년동기대비(%),25,22,12,-14,,,,
자동차,엠에스오토텍,연결,  컨센서스대비(%),,,,,,,,
자동차,엠에스오토텍,연결,영업이익(억원),513,1391,1748,959,,,,
자동차,엠에스오토텍,연결,  전년동기대비(%),91,171,26,-45,,,,
자동차,엠에스오토텍,연결,  컨센서스대비(%),,,,,,,,
헬스케어,엠에프씨,연결,매출액(억원),138,122,173,,,,,
헬스케어,엠에프씨,연결,  전년동기대비(%),6,-12,42,,,,,
헬스케어,엠에프씨,연결,  컨센서스대비(%),,,,,,,,
헬스케어,엠에프씨,연결,영업이익(억원),9,6,7,,,,,
헬스케어,엠에프씨,연결,  전년동기대비(%),108,-29,18,,,,,
헬스케어,엠에프씨,연결,  컨센서스대비(%),,,,,,,,
#N/A,엠에프엠코리아,연결,매출액(억원),1154,1457,1137,,,,,
#N/A,엠에프엠코리아,연결,  전년동기대비(%),18,26,-22,,,,,
#N/A,엠에프엠코리아,연결,  컨센서스대비(%),-11,,4,,,,,
#N/A,엠에프엠코리아,연결,영업이익(억원),-155,12,-122,,,,,
#N/A,엠에프엠코리아,연결,  전년동기대비(%),적지,흑전,적전,,,,,
#N/A,엠에프엠코리아,연결,  컨센서스대비(%),적지,,적지,,,,,
배터리,엠오티,연결,매출액(억원),662,633,737,849,,,,
배터리,엠오티,연결,  전년동기대비(%),119,-4,16,15,,,,
배터리,엠오티,연결,  컨센서스대비(%),,,,,,,,
배터리,엠오티,연결,영업이익(억원),50,12,43,65,,,,
배터리,엠오티,연결,  전년동기대비(%),22,-75,253,51,,,,
배터리,엠오티,연결,  컨센서스대비(%),,,,,,,,
전자제품,엠젠솔루션,연결,매출액(억원),715,1098,905,427,,,,
전자제품,엠젠솔루션,연결,  전년동기대비(%),40,54,-18,-53,,,,
전자제품,엠젠솔루션,연결,  컨센서스대비(%),,,,,,,,
전자제품,엠젠솔루션,연결,영업이익(억원),1,29,-63,-39,,,,
전자제품,엠젠솔루션,연결,  전년동기대비(%),흑전,3066,적전,적지,,,,
전자제품,엠젠솔루션,연결,  컨센서스대비(%),,,,,,,,
#N/A,엠캐피탈,연결,순영업수익(억원),917,1111,614,,,,,
#N/A,엠캐피탈,연결,  전년동기대비(%),46,21,-45,,,,,
#N/A,엠캐피탈,연결,  컨센서스대비(%),,,,,,,,
