기업	구분	항목	"44,896 "	"45,261 "	"45,627 "	2025/12(E)	2026/12(E)	2027/12(E)	ㅁ	ㅇ
세아제강지주	연결	  컨센서스대비(%)	-22 			-	-	-		
세아특수강	연결	매출액(억원)	"10,744 "	"10,293 "	"10,087 "					
세아특수강	연결	  전년동기대비(%)	20 	-4 	-2 					
세아특수강	연결	  컨센서스대비(%)				-	-	-		
세아특수강	연결	영업이익(억원)	288 	90 	230 					
세아특수강	연결	  전년동기대비(%)	-19 	-69 	154 					
세아특수강	연결	  컨센서스대비(%)				-	-	-		
세아특수강	연결	당기순이익(억원)	180 	-27 	114 					
세아특수강	연결	  전년동기대비(%)	-33 	적전	흑전					
세아특수강	연결	  컨센서스대비(%)				-	-	-		
세아홀딩스	연결	매출액(억원)	"67,458 "	"64,192 "	"60,168 "	"60,281 "	"62,858 "	"70,544 "		
세아홀딩스	연결	  전년동기대비(%)	12 	-5 	-6 	0 	4 	12 		
세아홀딩스	연결	  컨센서스대비(%)				-	-	-		
세아홀딩스	연결	영업이익(억원)	"1,961 "	"2,008 "	992 	"1,863 "	"2,390 "	"3,756 "		
세아홀딩스	연결	  전년동기대비(%)	-36 	2 	-51 	88 	28 	57 	-60 	29 
세아홀딩스	연결	  컨센서스대비(%)				-	-	-		
세아홀딩스	연결	당기순이익(억원)	"1,561 "	"1,318 "	342 	"1,023 "	"1,412 "	"2,465 "		
세아홀딩스	연결	  전년동기대비(%)	17 	-16 	-74 	199 	38 	75 	-161 	37 
세아홀딩스	연결	  컨센서스대비(%)				-	-	-		
세우글로벌	연결	매출액(억원)	281 	361 	359 					
세우글로벌	연결	  전년동기대비(%)	-13 	29 	-1 					
세우글로벌	연결	  컨센서스대비(%)				-	-	-		
세우글로벌	연결	영업이익(억원)	16 	24 	25 					
세우글로벌	연결	  전년동기대비(%)	-40 	52 	4 					
세우글로벌	연결	  컨센서스대비(%)				-	-	-		
세우글로벌	연결	당기순이익(억원)	15 	26 	35 					
세우글로벌	연결	  전년동기대비(%)	24 	68 	35 					
세우글로벌	연결	  컨센서스대비(%)				-	-	-		
세운메디칼	연결	매출액(억원)	601 	682 	602 					
세운메디칼	연결	  전년동기대비(%)	-4 	14 	-12 					
세운메디칼	연결	  컨센서스대비(%)				-	-	-		
세운메디칼	연결	영업이익(억원)	122 	169 	114 					
세운메디칼	연결	  전년동기대비(%)	-21 	39 	-33 					
세운메디칼	연결	  컨센서스대비(%)				-	-	-		
세운메디칼	연결	당기순이익(억원)	106 	155 	126 					
세운메디칼	연결	  전년동기대비(%)	-17 	45 	-19 					
세운메디칼	연결	  컨센서스대비(%)				-	-	-		
세원물산	연결	매출액(억원)	"1,711 "	"1,930 "	"2,309 "					
세원물산	연결	  전년동기대비(%)	-19 	13 	20 					
세원물산	연결	  컨센서스대비(%)				-	-	-		
세원물산	연결	영업이익(억원)	150 	59 	13 					
세원물산	연결	  전년동기대비(%)	-1 	-61 	-77 					
세원물산	연결	  컨센서스대비(%)				-	-	-		
세원물산	연결	당기순이익(억원)	163 	127 	220 					
세원물산	연결	  전년동기대비(%)	-40 	-22 	73 					
세원물산	연결	  컨센서스대비(%)				-	-	-		
세원이앤씨	연결	매출액(억원)	"1,266 "	"1,306 "	"1,411 "					
세원이앤씨	연결	  전년동기대비(%)	52 	3 	8 					
세원이앤씨	연결	  컨센서스대비(%)				-	-	-		
세원이앤씨	연결	영업이익(억원)	18 	-61 	-140 					
세원이앤씨	연결	  전년동기대비(%)	흑전	적전	적지					
세원이앤씨	연결	  컨센서스대비(%)				-	-	-		
세원이앤씨	연결	당기순이익(억원)	-864 	-180 	-488 					
세원이앤씨	연결	  전년동기대비(%)	적지	적지	적지					
세원이앤씨	연결	  컨센서스대비(%)				-	-	-		
세원정공	연결	매출액(억원)								
세원정공	연결	  전년동기대비(%)								
세원정공	연결	  컨센서스대비(%)								
세원정공	연결	영업이익(억원)								
세원정공	연결	  전년동기대비(%)								
세원정공	연결	  컨센서스대비(%)								
세원정공	연결	당기순이익(억원)								
세원정공	연결	  전년동기대비(%)								
세원정공	연결	  컨센서스대비(%)								
세이브존I&C	연결	매출액(억원)	"1,194 "	"1,238 "	"1,172 "					
세이브존I&C	연결	  전년동기대비(%)	-2 	4 	-5 					
세이브존I&C	연결	  컨센서스대비(%)				-	-	-		
세이브존I&C	연결	영업이익(억원)	92 	110 	78 					
세이브존I&C	연결	  전년동기대비(%)	-16 	20 	-30 					
세이브존I&C	연결	  컨센서스대비(%)				-	-	-		
세이브존I&C	연결	당기순이익(억원)	92 	136 	126 					
세이브존I&C	연결	  전년동기대비(%)	24 	48 	-7 					
세이브존I&C	연결	  컨센서스대비(%)				-	-	-		
세종메디칼	연결	매출액(억원)	161 	180 	190 					
세종메디칼	연결	  전년동기대비(%)	-11 	12 	5 					
세종메디칼	연결	  컨센서스대비(%)				-	-	-		
세종메디칼	연결	영업이익(억원)	-18 	22 	-5 					
세종메디칼	연결	  전년동기대비(%)	적지	흑전	적전					
세종메디칼	연결	  컨센서스대비(%)				-	-	-		
세종메디칼	연결	당기순이익(억원)	-921 	-238 	-720 					
세종메디칼	연결	  전년동기대비(%)	적지	적지	적지					
세종메디칼	연결	  컨센서스대비(%)				-	-	-		
세종텔레콤	연결	매출액(억원)	"3,243 "	"3,393 "	"3,714 "					
세종텔레콤	연결	  전년동기대비(%)	10 	5 	9 					
세종텔레콤	연결	  컨센서스대비(%)				-	-	-		
세종텔레콤	연결	영업이익(억원)	-55 	-31 	-121 					
세종텔레콤	연결	  전년동기대비(%)	적지	적지	적지					
세종텔레콤	연결	  컨센서스대비(%)				-	-	-		
세종텔레콤	연결	당기순이익(억원)	-382 	443 	-332 					
세종텔레콤	연결	  전년동기대비(%)	적전	흑전	적전					
세종텔레콤	연결	  컨센서스대비(%)				-	-	-		
세중	연결	매출액(억원)	381 	363 	373 					
세중	연결	  전년동기대비(%)	-1 	-5 	3 					
세중	연결	  컨센서스대비(%)				-	-	-		
세중	연결	영업이익(억원)	-22 	12 	4 					
세중	연결	  전년동기대비(%)	적지	흑전	-65 					
세중	연결	  컨센서스대비(%)				-	-	-		
세중	연결	당기순이익(억원)	37 	138 	18 					
세중	연결	  전년동기대비(%)	-17 	274 	-87 					
세중	연결	  컨센서스대비(%)				-	-	-		
세진중공업	연결	매출액(억원)	"4,101 "	"3,848 "	"3,524 "	"4,315 "	"5,165 "	"6,570 "		
세진중공업	연결	  전년동기대비(%)	64 	-6 	-8 	22 	20 	27 	-3 	8 
세진중공업	연결	  컨센서스대비(%)	-2 	-1 		-	-	-		
세진중공업	연결	영업이익(억원)	249 	336 	360 	585 	835 	"1,350 "		
세진중공업	연결	  전년동기대비(%)	571 	35 	7 	63 	43 	62 	-20 	19 
세진중공업	연결	  컨센서스대비(%)	31 	47 		-	-	-		
세진중공업	연결	당기순이익(억원)	134 	227 	220 	375 	555 	940 		
세진중공업	연결	  전년동기대비(%)	-5 	70 	-3 	70 	48 	69 	-22 	21 
세진중공업	연결	  컨센서스대비(%)	16 	30 		-	-	-		
세진티에스	연결	매출액(억원)	165 	103 	132 					
세진티에스	연결	  전년동기대비(%)	-39 	-38 	28 					
세진티에스	연결	  컨센서스대비(%)				-	-	-		
세진티에스	연결	영업이익(억원)	-19 	-26 	7 					
세진티에스	연결	  전년동기대비(%)	적전	적지	흑전					
세진티에스	연결	  컨센서스대비(%)				-	-	-		
세진티에스	연결	당기순이익(억원)	-6 	-14 	31 					
세진티에스	연결	  전년동기대비(%)	적전	적지	흑전					
세진티에스	연결	  컨센서스대비(%)				-	-	-		
세코닉스	연결	매출액(억원)	"4,796 "	"5,024 "	"4,627 "	"4,650 "	"5,082 "	"5,282 "		
세코닉스	연결	  전년동기대비(%)	8 	5 	-8 	0 	9 	4 		
세코닉스	연결	  컨센서스대비(%)	3 	2 		-	-	-		
세코닉스	연결	영업이익(억원)	62 	162 	144 	130 	170 	199 		
세코닉스	연결	  전년동기대비(%)	-43 	163 	-11 	-10 	31 	17 		
세코닉스	연결	  컨센서스대비(%)	128 	8 		-	-	-		
세코닉스	연결	당기순이익(억원)	-22 	114 	100 	112 	152 	141 		
세코닉스	연결	  전년동기대비(%)	적전	흑전	-12 	12 	36 	-7 	25 	-44 
세코닉스	연결	  컨센서스대비(%)	적지	12 		-	-	-		
세토피아	연결	매출액(억원)	"1,131 "	"1,047 "	552 					
세토피아	연결	  전년동기대비(%)	47 	-7 	-47 					
세토피아	연결	  컨센서스대비(%)				-	-	-		
세토피아	연결	영업이익(억원)	-103 	-136 	-89 					
세토피아	연결	  전년동기대비(%)	적지	적지	적지					
세토피아	연결	  컨센서스대비(%)				-	-	-		
세토피아	연결	당기순이익(억원)	-407 	-300 	-269 					
세토피아	연결	  전년동기대비(%)	적지	적지	적지					
세토피아	연결	  컨센서스대비(%)				-	-	-		
세화피앤씨	연결	매출액(억원)	379 	412 	439 					
세화피앤씨	연결	  전년동기대비(%)	-4 	9 	6 					
세화피앤씨	연결	  컨센서스대비(%)				-	-	-		
세화피앤씨	연결	영업이익(억원)	8 	20 	27 					
세화피앤씨	연결	  전년동기대비(%)	-85 	137 	40 					
세화피앤씨	연결	  컨센서스대비(%)				-	-	-		
세화피앤씨	연결	당기순이익(억원)	13 	28 	33 					
세화피앤씨	연결	  전년동기대비(%)	-73 	110 	20 					
세화피앤씨	연결	  컨센서스대비(%)				-	-	-		
센서뷰	연결	매출액(억원)	56 	85 	156 					
센서뷰	연결	  전년동기대비(%)	22 	51 	84 					
센서뷰	연결	  컨센서스대비(%)				-	-	-		
센서뷰	연결	영업이익(억원)	-157 	-180 	-158 					
센서뷰	연결	  전년동기대비(%)	적지	적지	적지					
센서뷰	연결	  컨센서스대비(%)				-	-	-		
센서뷰	연결	당기순이익(억원)	-127 	-183 	-178 					
센서뷰	연결	  전년동기대비(%)	적지	적지	적지					
센서뷰	연결	  컨센서스대비(%)				-	-	-		
센코	연결	매출액(억원)	385 	340 	359 					
센코	연결	  전년동기대비(%)	40 	-12 	6 					
센코	연결	  컨센서스대비(%)				-	-	-		
센코	연결	영업이익(억원)	33 	22 	27 					
센코	연결	  전년동기대비(%)	26 	-32 	21 					
센코	연결	  컨센서스대비(%)				-	-	-		
센코	연결	당기순이익(억원)	8 	-12 	25 					
센코	연결	  전년동기대비(%)	-70 	적전	흑전					
센코	연결	  컨센서스대비(%)				-	-	-		
센코어테크	연결	매출액(억원)	"1,850 "	"2,342 "	"1,861 "					
센코어테크	연결	  전년동기대비(%)	109 	27 	-21 					
센코어테크	연결	  컨센서스대비(%)				-	-	-		
센코어테크	연결	영업이익(억원)	88 	141 	283 					
센코어테크	연결	  전년동기대비(%)	127 	60 	100 					
센코어테크	연결	  컨센서스대비(%)				-	-	-		
센코어테크	연결	당기순이익(억원)	51 	120 	245 					
센코어테크	연결	  전년동기대비(%)	"1,203 "	134 	104 					
센코어테크	연결	  컨센서스대비(%)				-	-	-		
셀레믹스	연결	매출액(억원)	87 	66 	67 					
셀레믹스	연결	  전년동기대비(%)	8 	-25 	2 					
셀레믹스	연결	  컨센서스대비(%)				-	-	-		
셀레믹스	연결	영업이익(억원)	-57 	-58 	-19 					
셀레믹스	연결	  전년동기대비(%)	적지	적지	적지					
셀레믹스	연결	  컨센서스대비(%)				-	-	-		
셀레믹스	연결	당기순이익(억원)	-48 	-39 	123 					
셀레믹스	연결	  전년동기대비(%)	적지	적지	흑전					
셀레믹스	연결	  컨센서스대비(%)				-	-	-		
셀레스트라	연결	매출액(억원)	231 	114 	85 					
셀레스트라	연결	  전년동기대비(%)	-58 	-51 	-25 					
셀레스트라	연결	  컨센서스대비(%)				-	-	-		
셀레스트라	연결	영업이익(억원)	-108 	-346 	-287 					
셀레스트라	연결	  전년동기대비(%)	적전	적지	적지					
셀레스트라	연결	  컨센서스대비(%)				-	-	-		
셀레스트라	연결	당기순이익(억원)	-102 	-424 	-471 					
셀레스트라	연결	  전년동기대비(%)	적전	적지	적지					
셀레스트라	연결	  컨센서스대비(%)				-	-	-		
셀로맥스사이언스	연결	매출액(억원)	211 	193 	216 					
셀로맥스사이언스	연결	  전년동기대비(%)	12 	-8 	12 					
셀로맥스사이언스	연결	  컨센서스대비(%)				-	-	-		
셀로맥스사이언스	연결	영업이익(억원)	66 	46 	55 					
셀로맥스사이언스	연결	  전년동기대비(%)	29 	-30 	19 					
셀로맥스사이언스	연결	  컨센서스대비(%)				-	-	-		
셀로맥스사이언스	연결	당기순이익(억원)	47 	45 	38 					
셀로맥스사이언스	연결	  전년동기대비(%)	19 	-5 	-15 					
셀로맥스사이언스	연결	  컨센서스대비(%)				-	-	-		
셀루메드	연결	매출액(억원)	"1,221 "	956 	"1,291 "					
셀루메드	연결	  전년동기대비(%)	22 	-22 	35 					
셀루메드	연결	  컨센서스대비(%)				-	-	-		
셀루메드	연결	영업이익(억원)	-27 	-105 	-68 					
셀루메드	연결	  전년동기대비(%)	적전	적지	적지					
셀루메드	연결	  컨센서스대비(%)				-	-	-		
셀루메드	연결	당기순이익(억원)	-54 	-379 	-318 					
셀루메드	연결	  전년동기대비(%)	적전	적지	적지					
셀루메드	연결	  컨센서스대비(%)				-	-	-		
셀리드	연결	매출액(억원)	5 		42 					
셀리드	연결	  전년동기대비(%)	-47 							
셀리드	연결	  컨센서스대비(%)				-	-	-		
셀리드	연결	영업이익(억원)	-149 	-122 	-120 					
셀리드	연결	  전년동기대비(%)	적지	적지	적지					
셀리드	연결	  컨센서스대비(%)				-	-	-		
셀리드	연결	당기순이익(억원)	-229 	-116 	-123 					
셀리드	연결	  전년동기대비(%)	적지	적지	적지					
셀리드	연결	  컨센서스대비(%)				-	-	-		
셀릭스	연결	매출액(억원)	247 	242 	208 					
셀릭스	연결	  전년동기대비(%)	20 	-2 	-14 					
셀릭스	연결	  컨센서스대비(%)				-	-	-		
셀릭스	연결	영업이익(억원)	34 	27 	27 					
셀릭스	연결	  전년동기대비(%)	25 	-22 	3 					
셀릭스	연결	  컨센서스대비(%)				-	-	-		
셀릭스	연결	당기순이익(억원)	29 	28 	30 					
셀릭스	연결	  전년동기대비(%)	13 	-3 	10 					
셀릭스	연결	  컨센서스대비(%)				-	-	-		
셀바스AI	연결	매출액(억원)	509 	530 	"1,125 "	"1,233 "	"1,411 "			
셀바스AI	연결	  전년동기대비(%)	5 	4 	112 	10 	14 			
셀바스AI	연결	  컨센서스대비(%)		-5 		-	-	-		
셀바스AI	연결	영업이익(억원)	52 	41 	8 	141 	224 			
셀바스AI	연결	  전년동기대비(%)	-8 	-21 	-80 	"1,663 "	59 		"-1,604 "	-59 
셀바스AI	연결	  컨센서스대비(%)		-54 		-	-	-		
셀바스AI	연결	당기순이익(억원)	79 	-1 	-10 	84 	134 			
셀바스AI	연결	  전년동기대비(%)	64 	적전	적지	흑전	60 			
셀바스AI	연결	  컨센서스대비(%)		적전		-	-	-		
셀바스헬스케어	연결	매출액(억원)	277 	298 	317 					
셀바스헬스케어	연결	  전년동기대비(%)	-5 	8 	6 					
셀바스헬스케어	연결	  컨센서스대비(%)				-	-	-		
셀바스헬스케어	연결	영업이익(억원)	25 	33 	33 					
셀바스헬스케어	연결	  전년동기대비(%)	-27 	35 	-2 					
셀바스헬스케어	연결	  컨센서스대비(%)				-	-	-		
셀바스헬스케어	연결	당기순이익(억원)	28 	52 	32 					
셀바스헬스케어	연결	  전년동기대비(%)	14 	84 	-39 					
셀바스헬스케어	연결	  컨센서스대비(%)				-	-	-		
셀바이오휴먼텍	연결	매출액(억원)	275 	273 	284 					
셀바이오휴먼텍	연결	  전년동기대비(%)	-22 	-1 	4 					
셀바이오휴먼텍	연결	  컨센서스대비(%)				-	-	-		
셀바이오휴먼텍	연결	영업이익(억원)	35 	31 	40 					
셀바이오휴먼텍	연결	  전년동기대비(%)	-37 	-11 	28 					
셀바이오휴먼텍	연결	  컨센서스대비(%)				-	-	-		
셀바이오휴먼텍	연결	당기순이익(억원)	29 	-19 	44 					
셀바이오휴먼텍	연결	  전년동기대비(%)	-7 	적전	흑전					
셀바이오휴먼텍	연결	  컨센서스대비(%)				-	-	-		
셀비온	연결	매출액(억원)	18 	15 	23 					
셀비온	연결	  전년동기대비(%)	92 	-17 	56 					
셀비온	연결	  컨센서스대비(%)				-	-	-		
셀비온	연결	영업이익(억원)	-53 	-50 	-71 					
셀비온	연결	  전년동기대비(%)	적지	적지	적지					
셀비온	연결	  컨센서스대비(%)				-	-	-		
셀비온	연결	당기순이익(억원)	-64 	-36 	-73 					
셀비온	연결	  전년동기대비(%)	적지	적지	적지					
셀비온	연결	  컨센서스대비(%)				-	-	-		
셀인바이오	연결	매출액(억원)	16 	16 	21 					
셀인바이오	연결	  전년동기대비(%)	45 	-2 	35 					
셀인바이오	연결	  컨센서스대비(%)				-	-	-		
셀인바이오	연결	영업이익(억원)	2 	0 	6 					
셀인바이오	연결	  전년동기대비(%)	흑전	-89 	"2,884 "					
셀인바이오	연결	  컨센서스대비(%)				-	-	-		
셀인바이오	연결	당기순이익(억원)	2 	0 	6 					
셀인바이오	연결	  전년동기대비(%)	흑전	-83 	"1,983 "					
셀인바이오	연결	  컨센서스대비(%)				-	-	-		
셀트리온	연결	매출액(억원)	"22,840 "	"21,764 "	"35,573 "	"42,926 "	"51,775 "	"61,117 "		
셀트리온	연결	  전년동기대비(%)	21 	-5 	63 	21 	21 	18 	-0 	-3 
셀트리온	연결	  컨센서스대비(%)	-4 		1 	-	-	-		
셀트리온	연결	영업이익(억원)	"6,472 "	"6,515 "	"4,920 "	"11,514 "	"16,220 "	"20,020 "		
셀트리온	연결	  전년동기대비(%)	-13 	1 	-24 	134 	41 	23 	-93 	-17 
