기업,구분,항목,2022/12,2023/12,2024/12,2025/12(E),2026/12(E),2027/12(E)
바이오스마트,연결,  컨센서스대비(%),,,,-,-,-
바이오스마트,연결,당기순이익(억원),-11.82,161.79,10.55,,,
바이오스마트,연결,  전년동기대비(%),적전,흑전,-93.48,,,
바이오스마트,연결,  컨센서스대비(%),,,,-,-,-
바이오스펙트럼,연결,매출액(억원),145.52,135.91,168.93,,,
바이오스펙트럼,연결,  전년동기대비(%),17.02,-6.60,24.30,,,
바이오스펙트럼,연결,  컨센서스대비(%),,,,-,-,-
바이오스펙트럼,연결,영업이익(억원),26.69,23.39,34.49,,,
바이오스펙트럼,연결,  전년동기대비(%),265.12,-12.36,47.46,,,
바이오스펙트럼,연결,  컨센서스대비(%),,,,-,-,-
바이오스펙트럼,연결,당기순이익(억원),29.66,22.77,34.23,,,
바이오스펙트럼,연결,  전년동기대비(%),108.73,-23.23,50.33,,,
바이오스펙트럼,연결,  컨센서스대비(%),,,,-,-,-
바이오에프디엔씨,연결,매출액(억원),158.55,155.92,160.66,,,
바이오에프디엔씨,연결,  전년동기대비(%),32.43,-1.66,3.04,,,
바이오에프디엔씨,연결,  컨센서스대비(%),,,,-,-,-
바이오에프디엔씨,연결,영업이익(억원),48.81,50.34,48.53,,,
바이오에프디엔씨,연결,  전년동기대비(%),55.54,3.13,-3.60,,,
바이오에프디엔씨,연결,  컨센서스대비(%),,,,-,-,-
바이오에프디엔씨,연결,당기순이익(억원),43.35,55.85,45.01,,,
바이오에프디엔씨,연결,  전년동기대비(%),49.07,28.84,-19.41,,,
바이오에프디엔씨,연결,  컨센서스대비(%),,,,-,-,-
바이오인프라,연결,매출액(억원),354.27,301.29,238.33,,,
바이오인프라,연결,  전년동기대비(%),15.95,-14.95,-20.90,,,
바이오인프라,연결,  컨센서스대비(%),,,,-,-,-
바이오인프라,연결,영업이익(억원),63.60,13.05,-51.17,,,
바이오인프라,연결,  전년동기대비(%),-14.78,-79.48,적전,,,
바이오인프라,연결,  컨센서스대비(%),,,,-,-,-
바이오인프라,연결,당기순이익(억원),62.37,20.02,-39.76,,,
바이오인프라,연결,  전년동기대비(%),0.05,-67.90,적전,,,
바이오인프라,연결,  컨센서스대비(%),,,,-,-,-
바이오인프라생명과학,연결,매출액(억원),14.92,13.02,1.89,,,
바이오인프라생명과학,연결,  전년동기대비(%),4.63,-12.73,-85.48,,,
바이오인프라생명과학,연결,  컨센서스대비(%),,,,-,-,-
바이오인프라생명과학,연결,영업이익(억원),-19.97,-21.68,-20.36,,,
바이오인프라생명과학,연결,  전년동기대비(%),적지,적지,적지,,,
바이오인프라생명과학,연결,  컨센서스대비(%),,,,-,-,-
바이오인프라생명과학,연결,당기순이익(억원),-14.55,-24.53,-31.08,,,
바이오인프라생명과학,연결,  전년동기대비(%),적지,적지,적지,,,
바이오인프라생명과학,연결,  컨센서스대비(%),,,,-,-,-
바이오텐,연결,매출액(억원),107.06,54.02,54.88,,,
바이오텐,연결,  전년동기대비(%),76.40,-49.54,1.59,,,
바이오텐,연결,  컨센서스대비(%),,,,-,-,-
바이오텐,연결,영업이익(억원),17.77,-4.52,-9.16,,,
바이오텐,연결,  전년동기대비(%),334.47,적전,적지,,,
바이오텐,연결,  컨센서스대비(%),,,,-,-,-
바이오텐,연결,당기순이익(억원),8.80,-6.11,-12.04,,,
바이오텐,연결,  전년동기대비(%),426.95,적전,적지,,,
바이오텐,연결,  컨센서스대비(%),,,,-,-,-
바이오템,연결,매출액(억원),,,,,,
바이오템,연결,영업이익(억원),,,,,,
바이오템,연결,당기순이익(억원),,,,,,
바이오템,연결,지배주주순이익(억원),,,,,,
바이오템,연결,비지배주주순이익(억원),,,,,,
바이오템,연결,자산총계(억원),,,,,,
바이오템,연결,부채총계(억원),,,,,,
바이오템,연결,자본총계(억원),,,,,,
바이오템,연결,  지배주주지분(억원),,,,,,
바이오톡스텍,연결,매출액(억원),372.92,326.31,413.41,,,
바이오톡스텍,연결,  전년동기대비(%),13.98,-12.50,26.69,,,
바이오톡스텍,연결,  컨센서스대비(%),,,,-,-,-
바이오톡스텍,연결,영업이익(억원),8.00,-81.87,-88.79,,,
바이오톡스텍,연결,  전년동기대비(%),-82.73,적전,적지,,,
바이오톡스텍,연결,  컨센서스대비(%),,,,-,-,-
바이오톡스텍,연결,당기순이익(억원),15.12,-89.50,-126.57,,,
바이오톡스텍,연결,  전년동기대비(%),-78.34,적전,적지,,,
바이오톡스텍,연결,  컨센서스대비(%),,,,-,-,-
바이오프로테크,연결,매출액(억원),362.74,286.98,265.11,,,
바이오프로테크,연결,  전년동기대비(%),100.29,-20.89,-7.62,,,
바이오프로테크,연결,  컨센서스대비(%),,,,-,-,-
바이오프로테크,연결,영업이익(억원),7.35,15.69,4.08,,,
바이오프로테크,연결,  전년동기대비(%),184.88,113.47,-74.00,,,
바이오프로테크,연결,  컨센서스대비(%),,,,-,-,-
바이오프로테크,연결,당기순이익(억원),14.67,-1.61,0.04,,,
바이오프로테크,연결,  전년동기대비(%),흑전,적전,흑전,,,
바이오프로테크,연결,  컨센서스대비(%),,,,-,-,-
바이오플러스,연결,매출액(억원),567.19,650.43,664.10,"1,086","1,287","1,529"
바이오플러스,연결,  전년동기대비(%),51.58,14.68,2.10,63.60,18.46,18.80
바이오플러스,연결,  컨센서스대비(%),1.10,,7.70,-,-,-
바이오플러스,연결,영업이익(억원),252.71,280.26,236.67,450,503,620
바이오플러스,연결,  전년동기대비(%),38.65,10.90,-15.55,90.18,11.75,23.26
바이오플러스,연결,  컨센서스대비(%),-2.62,,11.27,-,-,-
바이오플러스,연결,당기순이익(억원),207.08,274.22,175.10,393,407,499
바이오플러스,연결,  전년동기대비(%),94.02,32.42,-36.15,124.30,3.63,22.60
바이오플러스,연결,  컨센서스대비(%),3.02,,-23.37,-,-,-
바이온,연결,매출액(억원),128.77,88.89,269.56,,,
바이온,연결,  전년동기대비(%),14.57,-30.97,203.25,,,
바이온,연결,  컨센서스대비(%),,,,-,-,-
바이온,연결,영업이익(억원),-72.26,-66.30,-32.52,,,
바이온,연결,  전년동기대비(%),적지,적지,적지,,,
바이온,연결,  컨센서스대비(%),,,,-,-,-
바이온,연결,당기순이익(억원),-99.26,-67.49,-101.84,,,
바이온,연결,  전년동기대비(%),적지,적지,적지,,,
바이온,연결,  컨센서스대비(%),,,,-,-,-
바이젠셀,연결,매출액(억원),,,2.79,,,
바이젠셀,연결,  전년동기대비(%),,,,,,
바이젠셀,연결,  컨센서스대비(%),,,,-,-,-
바이젠셀,연결,영업이익(억원),-182.14,-200.84,-153.30,,,
바이젠셀,연결,  전년동기대비(%),적지,적지,적지,,,
바이젠셀,연결,  컨센서스대비(%),,,,-,-,-
바이젠셀,연결,당기순이익(억원),-173.93,-178.75,-140.56,,,
바이젠셀,연결,  전년동기대비(%),적지,적지,적지,,,
바이젠셀,연결,  컨센서스대비(%),,,,-,-,-
바텍,연결,매출액(억원),"3,950.56","3,849.45","3,851.95","4,093","4,458","4,398"
바텍,연결,  전년동기대비(%),16.54,-2.56,0.06,6.25,8.93,-1.35
바텍,연결,  컨센서스대비(%),-0.98,-0.49,1.90,-,-,-
바텍,연결,영업이익(억원),796.38,640.42,539.63,597,668,611
바텍,연결,  전년동기대비(%),21.53,-19.58,-15.74,10.56,11.93,-8.51
바텍,연결,  컨센서스대비(%),3.32,-12.17,-5.33,-,-,-
바텍,연결,당기순이익(억원),786.12,529.69,552.62,564,619,562
바텍,연결,  전년동기대비(%),41.93,-32.62,4.33,1.99,9.76,-9.15
바텍,연결,  컨센서스대비(%),5.78,-22.71,14.65,-,-,-
박셀바이오,연결,매출액(억원),,0.14,18.99,,,
박셀바이오,연결,  전년동기대비(%),,,"13,464.29",,,
박셀바이오,연결,  컨센서스대비(%),,,,-,-,-
박셀바이오,연결,영업이익(억원),-82.13,-115.07,-150.38,,,
박셀바이오,연결,  전년동기대비(%),적지,적지,적지,,,
박셀바이오,연결,  컨센서스대비(%),,,,-,-,-
박셀바이오,연결,당기순이익(억원),-68.25,-102.74,-106.24,,,
박셀바이오,연결,  전년동기대비(%),적지,적지,적지,,,
박셀바이오,연결,  컨센서스대비(%),,,,-,-,-
방림,연결,매출액(억원),,,,,,
방림,연결,  전년동기대비(%),,,,,,
방림,연결,  컨센서스대비(%),,,,,,
방림,연결,영업이익(억원),,,,,,
방림,연결,  전년동기대비(%),,,,,,
방림,연결,  컨센서스대비(%),,,,,,
방림,연결,당기순이익(억원),,,,,,
방림,연결,  전년동기대비(%),,,,,,
방림,연결,  컨센서스대비(%),,,,,,
배럴,연결,매출액(억원),380.32,581.63,644.46,,,
배럴,연결,  전년동기대비(%),76.66,52.93,10.80,,,
배럴,연결,  컨센서스대비(%),,0.80,,-,-,-
배럴,연결,영업이익(억원),-43.33,85.03,90.80,,,
배럴,연결,  전년동기대비(%),적지,흑전,6.79,,,
배럴,연결,  컨센서스대비(%),,0.04,,-,-,-
배럴,연결,당기순이익(억원),-59.08,68.26,49.95,,,
배럴,연결,  전년동기대비(%),적지,흑전,-26.82,,,
배럴,연결,  컨센서스대비(%),,,,-,-,-
백금T&A,연결,매출액(억원),"1,476.03","1,707.34","1,524.93",,,
백금T&A,연결,  전년동기대비(%),-5.66,15.67,-10.68,,,
백금T&A,연결,  컨센서스대비(%),,,,-,-,-
백금T&A,연결,영업이익(억원),153.40,170.95,127.33,,,
백금T&A,연결,  전년동기대비(%),54.12,11.44,-25.52,,,
백금T&A,연결,  컨센서스대비(%),,,,-,-,-
백금T&A,연결,당기순이익(억원),112.64,186.83,176.67,,,
백금T&A,연결,  전년동기대비(%),14.80,65.86,-5.44,,,
백금T&A,연결,  컨센서스대비(%),,,,-,-,-
백산,연결,매출액(억원),"4,758.95","4,177.22","4,969.58","5,333","5,677",
백산,연결,  전년동기대비(%),28.25,-12.22,18.97,7.31,6.45,
백산,연결,  컨센서스대비(%),,-0.14,3.34,-,-,-
백산,연결,영업이익(억원),502.96,531.46,765.31,800,856,
백산,연결,  전년동기대비(%),116.37,5.67,44.00,4.53,7.00,
백산,연결,  컨센서스대비(%),,2.86,4.55,-,-,-
백산,연결,당기순이익(억원),448.92,405.22,598.77,633,690,
백산,연결,  전년동기대비(%),134.62,-9.73,47.76,5.72,9.00,
백산,연결,  컨센서스대비(%),,-7.59,1.66,-,-,-
밸로프,연결,매출액(억원),300.30,359.72,355.89,,,
밸로프,연결,  전년동기대비(%),53.25,19.79,-1.06,,,
밸로프,연결,  컨센서스대비(%),,,,-,-,-
밸로프,연결,영업이익(억원),30.06,2.29,-1.95,,,
밸로프,연결,  전년동기대비(%),80.32,-92.38,적전,,,
밸로프,연결,  컨센서스대비(%),,,,-,-,-
밸로프,연결,당기순이익(억원),15.79,9.10,17.14,,,
밸로프,연결,  전년동기대비(%),-32.23,-42.37,88.35,,,
밸로프,연결,  컨센서스대비(%),,,,-,-,-
뱅크웨어글로벌,연결,매출액(억원),728.95,729.14,502.01,,,
뱅크웨어글로벌,연결,  전년동기대비(%),-23.28,0.03,-31.15,,,
뱅크웨어글로벌,연결,  컨센서스대비(%),,,,-,-,-
뱅크웨어글로벌,연결,영업이익(억원),-65.24,-45.56,-149.34,,,
뱅크웨어글로벌,연결,  전년동기대비(%),적전,적지,적지,,,
뱅크웨어글로벌,연결,  컨센서스대비(%),,,,-,-,-
뱅크웨어글로벌,연결,당기순이익(억원),-115.29,-79.79,-142.30,,,
뱅크웨어글로벌,연결,  전년동기대비(%),적지,적지,적지,,,
뱅크웨어글로벌,연결,  컨센서스대비(%),,,,-,-,-
버넥트,연결,매출액(억원),50.56,65.02,45.99,,,
버넥트,연결,  전년동기대비(%),41.66,28.60,-29.27,,,
버넥트,연결,  컨센서스대비(%),,,,-,-,-
버넥트,연결,영업이익(억원),-141.42,-113.08,-126.97,,,
버넥트,연결,  전년동기대비(%),적지,적지,적지,,,
버넥트,연결,  컨센서스대비(%),,,,-,-,-
버넥트,연결,당기순이익(억원),-84.81,-103.57,-126.41,,,
버넥트,연결,  전년동기대비(%),적지,적지,적지,,,
버넥트,연결,  컨센서스대비(%),,,,-,-,-
버킷스튜디오,연결,매출액(억원),243.69,171.85,174.61,,,
버킷스튜디오,연결,  전년동기대비(%),-7.69,-29.48,1.61,,,
버킷스튜디오,연결,  컨센서스대비(%),,,,-,-,-
버킷스튜디오,연결,영업이익(억원),-60.21,-74.19,-82.62,,,
버킷스튜디오,연결,  전년동기대비(%),적지,적지,적지,,,
버킷스튜디오,연결,  컨센서스대비(%),,,,-,-,-
버킷스튜디오,연결,당기순이익(억원),"-1,886.94",38.16,-18.11,,,
버킷스튜디오,연결,  전년동기대비(%),적전,흑전,적전,,,
버킷스튜디오,연결,  컨센서스대비(%),,,,-,-,-
범양건영,연결,매출액(억원),"1,197.51","1,207.63","1,013.57",,,
범양건영,연결,  전년동기대비(%),7.01,0.85,-16.07,,,
범양건영,연결,  컨센서스대비(%),,,,-,-,-
범양건영,연결,영업이익(억원),-123.26,-104.34,-382.32,,,
범양건영,연결,  전년동기대비(%),적전,적지,적지,,,
범양건영,연결,  컨센서스대비(%),,,,-,-,-
범양건영,연결,당기순이익(억원),-84.15,-91.11,-463.46,,,
범양건영,연결,  전년동기대비(%),적전,적지,적지,,,
범양건영,연결,  컨센서스대비(%),,,,-,-,-
범양사,연결,매출액(억원),36.54,34.37,35.24,,,
범양사,연결,  전년동기대비(%),20.36,-5.94,2.53,,,
범양사,연결,  컨센서스대비(%),,,,-,-,-
범양사,연결,영업이익(억원),-2.39,-2.52,-2.24,,,
범양사,연결,  전년동기대비(%),적지,적지,적지,,,
범양사,연결,  컨센서스대비(%),,,,-,-,-
범양사,연결,당기순이익(억원),8.65,7.37,6.53,,,
범양사,연결,  전년동기대비(%),38.18,-14.80,-11.40,,,
범양사,연결,  컨센서스대비(%),,,,-,-,-
범한퓨얼셀,연결,매출액(억원),506.61,305.16,361.95,588,621,680
범한퓨얼셀,연결,  전년동기대비(%),9.95,-39.76,18.61,62.45,5.61,9.50
범한퓨얼셀,연결,  컨센서스대비(%),,,-1.91,-,-,-
범한퓨얼셀,연결,영업이익(억원),13.10,-52.40,24.11,42,46,51
범한퓨얼셀,연결,  전년동기대비(%),-78.75,적전,흑전,74.20,9.52,10.87
범한퓨얼셀,연결,  컨센서스대비(%),,,-24.66,-,-,-
범한퓨얼셀,연결,당기순이익(억원),22.58,-24.31,6.25,-10,-11,-12
범한퓨얼셀,연결,  전년동기대비(%),-31.24,적전,흑전,적전,적지,적지
범한퓨얼셀,연결,  컨센서스대비(%),,,-65.28,-,-,-
베노티앤알,연결,매출액(억원),217.97,99.17,252.95,,,
베노티앤알,연결,  전년동기대비(%),3.40,-54.50,155.07,,,
베노티앤알,연결,  컨센서스대비(%),,,,-,-,-
베노티앤알,연결,영업이익(억원),-19.11,-70.13,-97.04,,,
베노티앤알,연결,  전년동기대비(%),적전,적지,적지,,,
베노티앤알,연결,  컨센서스대비(%),,,,-,-,-
베노티앤알,연결,당기순이익(억원),-218.59,-79.20,-35.93,,,
베노티앤알,연결,  전년동기대비(%),적전,적지,적지,,,
베노티앤알,연결,  컨센서스대비(%),,,,-,-,-
베뉴지,연결,매출액(억원),589.28,650.47,701.24,,,
베뉴지,연결,  전년동기대비(%),15.71,10.38,7.81,,,
베뉴지,연결,  컨센서스대비(%),,,,-,-,-
베뉴지,연결,영업이익(억원),112.91,92.17,178.19,,,
베뉴지,연결,  전년동기대비(%),293.69,-18.37,93.33,,,
베뉴지,연결,  컨센서스대비(%),,,,-,-,-
베뉴지,연결,당기순이익(억원),-175.31,122.89,-113.17,,,
베뉴지,연결,  전년동기대비(%),적전,흑전,적전,,,
베뉴지,연결,  컨센서스대비(%),,,,-,-,-
베셀,연결,매출액(억원),441.28,261.35,257.08,,,
베셀,연결,  전년동기대비(%),79.13,-40.77,-1.63,,,
베셀,연결,  컨센서스대비(%),,,,-,-,-
베셀,연결,영업이익(억원),-69.80,-131.27,-117.18,,,
베셀,연결,  전년동기대비(%),적지,적지,적지,,,
베셀,연결,  컨센서스대비(%),,,,-,-,-
베셀,연결,당기순이익(억원),-144.60,-241.64,-105.04,,,
베셀,연결,  전년동기대비(%),적전,적지,적지,,,
베셀,연결,  컨센서스대비(%),,,,-,-,-
벡트,연결,매출액(억원),654.09,688.78,646.79,,,
벡트,연결,  전년동기대비(%),88.31,5.30,-6.10,,,
벡트,연결,  컨센서스대비(%),,,,-,-,-
벡트,연결,영업이익(억원),44.91,40.23,-12.84,,,
벡트,연결,  전년동기대비(%),101.03,-10.42,적전,,,
벡트,연결,  컨센서스대비(%),,,,-,-,-
벡트,연결,당기순이익(억원),30.97,22.56,-22.79,,,
벡트,연결,  전년동기대비(%),136.59,-27.16,적전,,,
벡트,연결,  컨센서스대비(%),,,,-,-,-
벨로크,연결,매출액(억원),272.10,263.94,308.67,,,
벨로크,연결,  전년동기대비(%),7.80,-3.00,16.95,,,
벨로크,연결,  컨센서스대비(%),,,,-,-,-
벨로크,연결,영업이익(억원),16.16,-3.66,-19.65,,,
벨로크,연결,  전년동기대비(%),-49.36,적전,적지,,,
벨로크,연결,  컨센서스대비(%),,,,-,-,-
벨로크,연결,당기순이익(억원),2.10,-45.90,-11.91,,,
벨로크,연결,  전년동기대비(%),-93.43,적전,적지,,,
벨로크,연결,  컨센서스대비(%),,,,-,-,-
벽산,연결,매출액(억원),"5,198.86","6,207.20","6,430.93","6,807","7,333",
벽산,연결,  전년동기대비(%),10.28,19.40,3.60,5.85,7.73,
벽산,연결,  컨센서스대비(%),,,,-,-,-
벽산,연결,영업이익(억원),188.28,447.49,257.23,361,491,
벽산,연결,  전년동기대비(%),120.34,137.67,-42.52,40.34,36.01,
벽산,연결,  컨센서스대비(%),,,,-,-,-
벽산,연결,당기순이익(억원),116.99,364.32,205.61,,,
벽산,연결,  전년동기대비(%),흑전,211.41,-43.56,,,
벽산,연결,  컨센서스대비(%),,,,-,-,-
보광산업,연결,매출액(억원),874.71,854.60,638.77,,,
보광산업,연결,  전년동기대비(%),21.66,-2.30,-25.26,,,
보광산업,연결,  컨센서스대비(%),,,,-,-,-
보광산업,연결,영업이익(억원),153.72,189.13,88.63,,,
보광산업,연결,  전년동기대비(%),16.33,23.04,-53.14,,,
보광산업,연결,  컨센서스대비(%),,,,-,-,-
보광산업,연결,당기순이익(억원),120.75,166.62,52.39,,,
